date,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_ventilator_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
12/16/2020,35427,432,367880,2030507,67617,49190968,2077,250579,18669,1340,,,,,-33,-3,-14,-46,-34,14,73.15,6.355556,4.138889,8.016667,0.870857,5.094444,91.743299
12/17/2020,34438,539,376904,2064945,68156,49590278,2143,252722,18969,1366,,,,,-29,2,12,-44,-35,13,73.15,6.272222,3.538889,8.733333,8.1915,4.8,90.487791
12/18/2020,36419,517,395461,2101364,68673,49986713,1923,254645,19116,1364,,,,,-33,-1,-14,-45,-37,15,73.15,10.855556,7.827778,12.066667,6.495143,9.746914,90.308933
12/19/2020,25590,491,437697,2126954,69164,50424552,2044,256689,19462,1412,,,,,-40,-3,-10,-41,-13,8,76.85,7.703704,4.716049,11.074074,7.874,5.814815,88.027179
12/20/2020,33066,506,433595,2160020,69670,50858246,2169,258858,20004,1442,,,,,-43,-7,5,-45,-13,7,76.85,5.105556,3.033333,6.727778,4.85775,3.3,88.339021
12/21/2020,48192,577,431417,2208212,70247,51299623,2370,261228,21133,1512,,,,,-26,12,-8,-52,-49,16,76.85,4.75,2.394444,6.005556,2.3495,3.944444,94.586282
12/22/2020,46475,564,457086,2254687,70811,51760217,2481,263709,21489,1529,,,,,-26,17,14,-52,-50,16,76.85,2.422222,-0.488889,5.466667,1.890889,1.222222,91.895224
12/23/2020,42936,567,511489,2297623,71378,52271556,2277,265986,21222,1554,,,,,-27,23,-12,-54,-53,18,76.85,3.433333,0.633333,4.75,0.834571,2.35,92.723609
12/24/2020,32392,586,461773,2330015,71964,52733758,2086,268072,21577,1607,,,,,-35,14,19,-59,-65,21,79.63,0.450617,-1.419753,2.438272,6.894286,-1.722222,85.54355
12/25/2020,14419,616,337502,2344434,72580,53071475,2184,270256,20918,1616,,,,,-92,-89,-25,-85,-85,27,75.46,0.5,-3.438272,5.006173,1.665111,-1.487654,86.841685
12/26/2020,41110,659,271205,2385544,73239,53343226,2531,272787,21730,1682,,,,,-81,-63,-34,-76,-54,15,79.63,5.740741,2.333333,6.746914,0.943429,4.0625,85.532939
12/27/2020,48520,662,354234,2434064,73901,53766231,2871,275658,22764,1751,,,,,-58,-24,3,-59,-29,10,79.63,2.35,0.488889,6.011111,19.521714,0.661111,88.858005
12/28/2020,46409,682,361413,2480473,74583,54128440,3131,278789,24050,1847,,,,,-51,-24,16,-70,-77,26,79.63,-0.361111,-2.433333,1.244444,1.2192,-1.094444,94.855958
12/29/2020,83090,659,350266,2563563,75242,54480154,3250,282039,25550,1939,,,,,-47,-11,14,-64,-68,24,79.63,0.483333,-2.033333,2.766667,0.254,-0.322222,94.427624
12/30/2020,72161,724,423248,2635724,75966,54905777,3289,285328,26553,2066,,,,,-42,-3,18,-63,-66,23,79.63,-1.211111,-4.144444,1.211111,0.649111,-2.583333,90.595331
12/31/2020,53946,758,481233,2689670,76724,55406379,2924,288252,26580,2122,,,,,-53,2,14,-67,-69,24,79.63,-1.024691,-5.067901,1.907407,0,-1.975309,93.331775
1/1/2021,32482,751,421447,2722152,77475,55828778,3364,291616,26392,2162,,,,,-83,-64,-5,-82,-83,32,79.63,2.194444,-0.561111,3.661111,0.5715,0.633333,89.541507
1/2/2021,61654,762,412419,2783806,78237,56242006,3440,295056,27564,2256,,,,,-68,-24,-12,-66,-39,16,79.63,-0.574074,-3.660494,1.444444,0.254,-1.716049,92.078186
1/3/2021,56335,763,431195,2840141,79000,56674100,3650,298706,29036,2420,,,,,-64,-24,-8,-62,-29,11,79.63,1.388889,-0.055556,3.05,4.191,0.35,92.894793
1/4/2021,77972,846,469422,2918113,79846,57155766,3937,302643,30778,2560,,,,,-53,-17,-16,-62,-49,19,79.63,1.711111,0.005556,3.211111,3.640667,-0.266667,86.993093
1/5/2021,66637,909,505527,2984750,80755,57668047,4115,306758,30689,2645,,,,,-61,-21,-18,-63,-50,20,87.96,1.105556,-0.366667,2.422222,1.312333,-0.405556,89.851184
1/6/2021,58784,938,560665,3043534,81693,58246792,4396,311154,31948,2821,,,,,-62,-22,-13,-63,-49,21,87.96,-0.227778,-2.638889,1.405556,1.233714,-0.983333,94.69759
1/7/2021,53187,997,621347,3096721,82690,58873328,4294,315448,32584,2929,,,,,-62,-22,-9,-64,-50,21,87.96,-1.266667,-4.772222,0.994444,0.181429,-1.861111,95.783368
1/8/2021,48105,989,682322,3144826,83679,59560998,4002,319450,33780,3098,,,,,-64,-23,-21,-64,-49,22,87.96,-0.694444,-4.177778,0.755556,0.677333,-1.455556,94.645568
1/9/2021,40035,1023,566599,3184861,84702,60129562,4127,323577,34034,3145,,,,,-68,-22,-14,-65,-33,15,87.96,-2.376543,-7.376543,1.506173,17.417143,-3.518519,91.970784
1/10/2021,37174,1099,486834,3222035,85801,60618780,3940,327517,35392,3264,,,,,-68,-27,-13,-65,-31,12,87.96,3.388889,-0.574074,5.030864,1.989667,2.561728,94.43283
