date,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_ventilator_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
6/4/2021,5860,13,672842,4604805,128611,187401840,126,468022,970,130,179924,40129618,388031,27187975,-13,8,80,-35,-39,9,62.5,12.733333,7.105556,17.516667,0,6.616667,66.707121
6/5/2021,4731,7,482904,4609536,128618,187917273,128,468150,943,135,203613,40333231,473378,27661353,-20,6,81,-25,-7,1,51.39,14.244444,6.244444,19.866667,0,7.772222,65.384787
6/6/2021,5533,8,1241214,4615069,128626,189194567,156,468306,969,145,127345,40460576,259941,27921294,-15,3,77,-26,-3,1,51.39,14.494444,10.272222,18.644444,0,9.7,73.011334
6/7/2021,7945,6,947875,4623014,128632,190269444,177,468483,1040,148,112941,40573517,306068,28227362,-10,10,88,-35,-31,8,51.39,14.766667,9.427778,19.711111,0.145143,10.783333,77.252817
6/8/2021,7896,10,727790,4630910,128642,191081685,189,468672,1062,154,136802,40710319,313482,28540844,-11,11,94,-35,-29,8,51.39,14.277778,8.316667,18.805556,0.2286,9.466667,73.471458
6/9/2021,8210,9,1087814,4639120,128651,192213318,191,468863,1069,159,176559,40886878,316258,28857102,-11,10,79,-35,-29,8,51.39,16.1,9.655556,20.555556,0.254,11.794444,76.367756
6/10/2021,8042,13,947451,4647162,128664,193299131,201,469064,1100,158,201607,41088485,308038,29165140,-12,11,79,-35,-28,8,51.39,16.811111,13.5,19.561111,0.15875,14.061728,80.931935
6/11/2021,7619,6,737355,4654781,128670,194113530,180,469244,1082,161,208531,41297016,307192,29472332,-15,10,72,-32,-27,7,51.39,15.016667,11.727778,17.305556,0.127,11.358025,75.893144
6/12/2021,6284,14,525563,4661065,128684,194673872,178,469422,1111,169,254185,41551201,320326,29792658,-21,7,78,-26,-5,1,51.39,13.744444,9.044444,18.083333,0,7.883333,68.497647
6/13/2021,7135,11,1051847,4668200,128695,195758448,223,469645,1146,188,147228,41698429,181121,29973779,-19,4,92,-24,-3,0,51.39,16.661111,11.088889,21.105556,0,13.104938,76.589902
6/14/2021,10362,11,945417,4678562,128706,196837379,227,469872,1187,188,132627,41831056,235928,30209707,-12,9,81,-35,-30,8,51.39,13.566667,9.4,16.1,0.072571,9.072222,74.763994
6/15/2021,10796,21,778533,4689358,128727,197722516,230,470102,1237,206,190033,42021089,230666,30440373,-12,11,88,-35,-29,8,51.39,13.816667,6.505556,19.555556,0,7.35,65.458837
6/16/2021,11052,13,1104895,4700410,128740,198879877,230,470332,1262,208,195565,42216654,234834,30675207,-12,10,77,-35,-29,8,51.39,15.594444,11.011111,19.994444,0,11.272222,76.387681
6/17/2021,11106,6,1038991,4711516,128746,200061474,245,470577,1327,210,243978,42460632,223260,30898467,-15,9,60,-37,-29,9,51.39,14.794444,11.016667,18.866667,0.0508,9.588889,71.049414
6/18/2021,10320,12,791463,4721836,128758,200916207,239,470816,1369,223,223140,42683772,205677,31104144,-19,6,34,-34,-29,8,51.39,12.622222,8.188889,16.472222,0.056444,8.5,76.006683
6/19/2021,8446,23,585964,4730282,128781,201531946,211,471027,1354,215,280241,42964013,236363,31340507,-21,6,44,-30,-6,2,51.39,13.383333,8.638889,17.711111,0.141111,9.05,75.327632
6/20/2021,10088,25,1149505,4740370,128806,202716559,207,471234,1389,210,163750,43127763,109408,31449915,-14,1,45,-30,-2,1,51.39,12.216667,7.622222,16.761111,1.27,7.127778,71.282744
6/21/2021,16307,16,1037160,4756677,128822,203889564,233,471467,1523,228,21080,43148843,39325,31489240,-16,3,45,-38,-31,9,51.39,10.238889,6.177778,13.305556,0.108857,6.594444,78.315223
6/22/2021,17403,13,823392,4774080,128835,204801683,241,471708,1547,250,299837,43448680,250875,31740115,-14,6,70,-36,-30,8,51.39,11.259259,4.012346,17.154321,0,4.932099,65.127528
6/23/2021,18350,8,1149363,4792430,128843,206002444,275,471983,1501,246,207647,43656327,167988,31908103,-13,6,73,-36,-29,9,51.39,12.469136,4.919753,16.740741,0.169333,8.734568,78.659932
6/24/2021,18712,22,1080844,4811142,128865,207214032,255,472238,1522,259,221534,43877861,177813,32085916,-13,7,69,-36,-30,9,51.39,15.882716,12.530864,21.197531,0.635,12.203704,79.197677
6/25/2021,18169,22,851871,4829311,128887,208128475,258,472496,1544,257,202497,44080358,174770,32260686,-14,8,54,-32,-29,7,51.39,10.364198,9.493827,12.685185,7.874,9.6875,91.770076
6/26/2021,16301,17,610924,4845612,128904,208775295,268,472764,1550,256,234441,44314799,199505,32460191,-19,2,62,-26,-6,2,51.39,11.87037,9.604938,14.419753,3.447143,10.555556,91.81887
6/27/2021,18502,22,1210109,4864114,128926,210024750,267,473031,1611,263,139712,44454511,123555,32583746,-16,-1,52,-28,-4,1,51.39,13.537037,10.641975,16.604938,0.225778,11.222222,85.955536
6/28/2021,28418,13,1112511,4892532,128939,211272955,310,473341,1749,297,127260,44581771,138016,32721762,-12,6,63,-36,-32,8,51.39,15.466667,10.566667,20.016667,0,10.544444,72.874203
6/29/2021,28199,25,883097,4920731,128964,212265400,368,473709,1752,283,137991,44719762,150688,32872450,-16,2,57,-38,-33,8,51.39,15.377778,10.711111,19.627778,0,10.377778,72.590211
6/30/2021,28923,23,1248762,4949654,128987,213568769,417,474126,1831,287,141216,44860978,175749,33048199,-12,6,67,-37,-31,8,51.39,12.623457,8.382716,16.154321,0,8.944444,78.396524
7/1/2021,28794,25,1122235,4978448,129012,214824236,373,474499,1941,300,152525,45013503,193066,33241265,-11,9,90,-35,-31,8,51.39,13.740741,8.191358,19.314815,0,7.296296,65.646877
7/2/2021,26340,29,876251,5004788,129041,215769633,391,474890,2018,321,123605,45137108,177478,33418743,-14,8,79,-31,-30,7,51.39,15.105556,10.9,19.138889,0,11.388889,78.615876
7/3/2021,24010,29,655159,5028798,129070,216464249,396,475286,2062,327,137389,45274497,196209,33614952,-22,2,34,-29,-7,3,51.39,15.144444,11.505556,17.705556,3.979333,13.766667,91.590826
7/4/2021,25170,29,1277488,5053968,129099,217782690,470,475756,2182,336,77222,45351719,111410,33726362,-17,-2,40,-28,-5,2,51.39,15.744444,12.716667,20.233333,6.985,13.744444,88.031452
7/5/2021,34919,29,1177790,5088887,129128,219062112,521,476277,2369,369,76962,45428681,147814,33874176,-11,6,68,-36,-32,9,51.39,14.527778,11.794444,17.544444,12.192,10.933333,79.189002
7/6/2021,36060,32,969123,5124947,129160,220138267,577,476854,2491,392,85811,45514492,153126,34027302,-16,5,48,-38,-32,10,51.39,12.538889,10.488889,14.927778,7.789333,10.911111,89.973601
7/7/2021,38597,29,1234183,5163544,129189,221426435,571,477425,2686,417,86953,45601445,171477,34198779,-12,7,58,-36,-32,9,51.39,15.222222,9.811111,20.072222,4.027714,11.327778,77.692353
7/8/2021,34016,42,1115031,5197560,129231,222667632,608,478033,2773,417,96430,45697875,175467,34374246,-12,7,82,-36,-32,9,51.39,15.033333,9.661111,19.022222,0.1524,11.172222,78.239866
7/9/2021,32803,48,905424,5230363,129279,223637677,558,478591,2944,437,90083,45787958,178819,34553065,-14,7,75,-32,-31,8,51.39,15.544444,11.244444,18.966667,0.0635,12.605556,82.900825
7/10/2021,28379,42,740446,5258742,129321,224416254,552,479143,3041,448,93763,45881721,211446,34764511,-20,3,48,-28,-7,3,51.39,15.461111,12.333333,19.316667,1.524,13.627778,88.93358
7/11/2021,30503,35,1121822,5289245,129356,225579015,594,479737,3187,454,42000,45923721,107620,34872131,-14,5,55,-23,-1,0,51.39,16.222222,12.85,19.738889,5.30225,13.533333,84.362581
7/12/2021,44512,41,1088730,5333757,129397,226853575,732,480469,3463,482,54296,45978017,125360,34997491,-16,0,56,-37,-38,10,51.39,14.966667,13.472222,16.877778,2.159,13.644444,91.894001
7/13/2021,47706,50,934109,5381463,129447,227898923,750,481219,3678,522,59073,46037090,158276,35155767,-13,7,87,-36,-34,9,51.39,15.733333,12.783333,19.394444,9.071429,12.905556,83.360856
7/14/2021,54909,43,1206792,5436372,129490,229163550,755,481974,3862,545,60374,46097464,185661,35341428,-10,8,89,-35,-33,9,51.39,16.922222,11.694444,21.577778,0,13.222222,79.022915
7/15/2021,62000,52,1182258,5498372,129542,230480736,775,482749,4043,551,61681,46159145,201893,35543321,-11,10,96,-35,-33,9,51.39,16.4,11.255556,20.416667,0,12.194444,76.264745
7/16/2021,55263,52,973506,5553635,129594,231516966,700,483449,4156,573,69491,46228636,202314,35745635,-13,10,98,-30,-32,7,51.39,18.6,10.588889,24.333333,0,13.327778,71.606419
7/17/2021,38475,52,779722,5592110,129646,232334092,710,484159,4236,583,67217,46295853,225214,35970849,-23,5,83,-24,-8,1,51.39,20.933333,13.6,26.855556,0,14.633333,67.767659
7/18/2021,36181,69,1041938,5628291,129715,233422658,799,484958,4352,582,18186,46314039,128878,36099727,-16,4,93,-22,-4,0,51.39,18.855556,13.566667,24.527778,0,14.183333,74.485209
7/19/2021,47924,82,1090802,5676215,129797,234679158,877,485835,4657,611,35670,46349709,143560,36243287,-7,12,100,-34,-37,8,43.98,18.388889,12.327778,24.238889,0,13.705556,74.2788
7/20/2021,39877,58,887467,5716092,129855,235626272,938,486773,4750,618,39035,46388744,161279,36404566,-10,11,100,-36,-37,9,43.98,19.155556,12.111111,25.177778,0,14.277778,73.586137
7/21/2021,35548,55,1034621,5751640,129910,236707624,930,487703,4938,647,45101,46433845,183338,36587904,-9,10,96,-35,-37,9,43.98,19.45,14.455556,24.961111,0,15.166667,76.49001
7/22/2021,31278,78,1015937,5782918,129988,237843903,955,488658,5109,699,44036,46477881,188297,36776201,-9,11,105,-35,-38,9,43.98,18.688889,13.277778,24.122222,0,14.855556,78.879744
7/23/2021,27817,86,910023,5810735,130074,238841442,867,489525,5319,715,42974,46520855,189341,36965542,-11,8,93,-31,-38,8,43.98,17.855556,13.661111,22.066667,0.084667,13.166667,74.205433
7/24/2021,22852,74,753369,5833587,130148,239633451,828,490353,5386,755,43805,46564660,203886,37169428,-20,0,56,-25,-7,2,43.98,15.333333,11.866667,18.166667,0,11.133333,76.232259
7/25/2021,22187,73,792142,5855774,130221,240462383,939,491292,5655,779,24551,46589211,117956,37287384,-14,-2,68,-22,-3,1,43.98,15.394444,9.983333,19.583333,0,10.988889,75.166882
7/26/2021,29980,76,823325,5885754,130297,241355429,941,492233,6012,820,30019,46619230,148936,37436320,-4,8,118,-34,-42,9,43.98,16.644444,9.744444,22.527778,0,12.394444,76.279063
7/27/2021,29581,72,801954,5915335,130369,242252097,922,493155,6107,848,35402,46654632,151650,37587970,-8,6,84,-37,-41,10,43.98,15.972222,11.311111,20.083333,0.846667,12.755556,81.371397
7/28/2021,30237,88,903538,5945572,130457,243201104,852,494007,6116,853,43847,46698479,171173,37759143,-7,5,64,-38,-41,11,43.98,14.144444,11.388889,17.866667,5.418667,11.25,83.127887
7/29/2021,28432,83,864788,5974004,130540,244144118,840,494847,5996,869,42353,46740832,179918,37939061,-4,8,102,-35,-41,9,43.98,14.683333,11.294444,18.266667,2.032,11.691358,79.380969
7/30/2021,24749,108,839039,5998753,130648,245027154,746,495593,6028,889,36724,46777556,171096,38110157,-11,4,49,-33,-40,9,43.98,13.422222,11.461111,15.305556,0.677333,12.691358,92.368598
7/31/2021,20569,91,669556,6019322,130739,245729051,676,496269,5967,893,38826,46816382,212014,38322171,-17,0,52,-22,-7,1,43.98,14.033333,11.383333,16.561111,5.715,12.411111,90.153068
8/1/2021,20985,95,672220,6040307,130834,246432417,739,497008,5992,877,21232,46837614,118044,38440215,-9,-1,70,-20,-3,0,43.98,12.433333,7.933333,15.161111,1.467556,8.438889,76.78243
8/2/2021,29840,81,743471,6070147,130915,247234097,789,497797,6225,895,26092,46863706,126192,38566407,-1,7,110,-33,-43,9,43.98,13.066667,7.133333,18.105556,0,8.277778,72.947503
8/3/2021,30472,74,722566,6100619,130989,248059629,763,498560,6016,887,29290,46892996,142761,38709168,-3,7,119,-35,-42,9,43.98,13.544444,5.616667,19.872222,0,8.361111,71.327378
8/4/2021,32338,80,843810,6132957,131069,248941285,836,499396,5802,881,33334,46926330,165669,38874837,-3,7,113,-34,-41,9,43.98,14.711111,7.894444,20.316667,0,10.222222,74.578406
8/5/2021,31659,102,829750,6164616,131171,249828246,812,500208,5765,871,35500,46961830,172692,39047529,-7,6,74,-37,-42,10,43.98,15.788889,11.705556,19.755556,1.0795,11.705556,76.965315
8/6/2021,28036,95,793570,6192652,131266,250665379,781,500989,5762,870,36976,46998806,168356,39215885,-11,4,60,-33,-41,9,43.98,15.177778,13.172222,18.233333,4.064,13.516667,89.980967
8/7/2021,22540,95,653403,6215192,131361,251347922,729,501718,5713,854,37990,47036796,213583,39429468,-19,-2,34,-24,-9,2,43.98,13.95,11.716667,16.416667,9.355667,12.011111,88.36009
8/8/2021,22887,81,690941,6238079,131442,252067807,742,502460,5866,856,22843,47059639,122070,39551538,-13,-2,45,-22,-4,1,43.98,14.927778,12.061111,18.127778,5.164667,13.191358,86.539135
8/9/2021,32162,83,746853,6270241,131525,252898750,760,503220,6027,859,32250,47091889,137028,39688566,-3,6,88,-34,-42,9,43.98,14.377778,10.811111,17.566667,2.31775,10.883333,80.40975
8/10/2021,31518,81,749227,6301759,131606,253687994,894,504114,6030,874,37511,47129400,151143,39839709,-1,8,122,-33,-41,9,43.98,15.416667,11.105556,20.033333,0.381,11.838889,79.873529
8/11/2021,33349,89,839655,6335108,131695,254562563,850,504964,6015,871,41568,47170968,173761,40013470,-3,6,100,-34,-41,9,43.98,14.966667,10.077778,18.972222,0.338667,12.294444,84.407302
8/12/2021,31726,108,816020,6366834,131803,255452217,861,505825,5970,882,44384,47215352,192559,40206029,-2,8,111,-33,-41,9,43.98,14.55,8.605556,18.455556,1.552222,10.566667,77.605674
8/13/2021,28973,107,823257,6395807,131910,256323842,790,506615,5998,892,40490,47255842,171585,40377614,-8,6,90,-29,-40,8,43.98,14.838889,11.633333,17.761111,0.366889,10.133333,74.205989
8/14/2021,25057,96,649629,6420864,132006,256973471,788,507403,5895,892,46603,47302445,199584,40577198,-16,0,70,-18,-8,0,43.98,14.538889,11.216667,17.738889,0.084667,9.783333,73.714768
8/15/2021,25326,87,675523,6446190,132093,257649130,807,508210,6056,898,31257,47333702,126383,40703581,-9,0,75,-16,-3,0,43.98,13.461111,11.1,16.444444,1.143,11.216667,86.518593
8/16/2021,36906,83,720099,6483096,132176,258417590,870,509080,6393,918,35716,47369418,138390,40841971,-2,7,100,-32,-42,8,43.98,13.811111,11.094444,17.855556,0.4826,9.205556,74.299863
8/17/2021,37919,109,733234,6521015,132285,259223794,967,510047,6417,925,43824,47413242,145875,40987846,-5,6,87,-35,-42,9,43.98,15.061111,12.366667,17.816667,0.973667,12.2,83.386074
8/18/2021,38739,101,806967,6559754,132386,260085596,913,510960,6477,909,47284,47460526,169223,41157069,-3,6,95,-34,-39,9,43.98,14.911111,10.561111,18.422222,0,11.883333,82.609984
8/19/2021,36500,110,826979,6596254,132496,260977408,949,511909,6520,928,55979,47516505,175059,41332128,-5,7,98,-33,-40,9,43.98,14.183333,11.422222,17.533333,0.042333,11.583333,84.650091
8/20/2021,32231,118,766849,6628485,132614,261779880,872,512781,6532,955,60885,47577390,167392,41499520,-8,5,88,-29,-39,7,43.98,15.783333,12.094444,19.016667,0.725714,13.691358,84.621142
8/21/2021,28533,108,639328,6657018,132722,262433099,876,513657,6543,955,73006,47650396,194881,41694401,-18,-2,34,-22,-9,2,43.98,15.844444,14.755556,17.483333,1.439333,14.955556,94.521756
8/22/2021,28743,119,680215,6685761,132841,263140215,834,514491,6762,963,40345,47690741,116352,41810753,-10,-1,72,-17,-2,0,43.98,15.777778,13.411111,18.644444,9.11225,14.783951,91.101494
8/23/2021,39715,117,763404,6725476,132958,263951408,966,515457,7032,942,46401,47737142,131283,41942036,0,7,118,-31,-41,8,43.98,15.411111,11,19.638889,1.016,12.516667,82.934366
8/24/2021,37682,114,753489,6763158,133072,264783666,1000,516457,6974,957,55410,47792552,130676,42072712,-2,7,117,-32,-40,8,43.98,15.477778,10.483333,20.305556,0,12.444444,82.217176
8/25/2021,38777,103,931592,6801935,133175,265754477,1036,517493,6999,974,68076,47860628,161705,42234417,-1,8,109,-32,-40,8,43.98,15.238889,10.45,20.388889,0.036286,12.861111,85.805794
8/26/2021,37613,116,955124,6839548,133291,266784078,956,518449,7044,982,55140,47915768,144936,42379353,-1,9,109,-31,-40,8,43.98,13.222222,10.677778,15.511111,0.072571,9.905556,80.517763
8/27/2021,33743,129,895980,6873291,133420,267723894,945,519394,7098,988,44937,47960705,131456,42510809,-5,9,98,-26,-40,7,43.98,12.194444,9.094444,15.333333,0,9.183333,82.003724
8/28/2021,27599,126,697803,6900890,133546,268455323,864,520258,6993,953,43271,48003976,133688,42644497,-14,1,82,-15,-8,0,43.98,13.744444,6.5,20.2,0,9.361111,75.141927
8/29/2021,26135,128,711220,6927025,133674,269194912,857,521115,7123,971,24390,48028366,79440,42723937,-2,0,98,-12,-3,-1,43.98,12.388889,9.094444,15.211111,0.072571,10.261111,87.056457
8/30/2021,34773,107,692836,6961798,133781,269932003,997,522112,7352,984,19643,48048009,66648,42790585,1,-3,124,-41,-70,14,43.98,12.411111,10.627778,15.094444,0.296333,10.377778,87.607564
8/31/2021,45212,117,933480,7007010,133898,270954409,1003,523115,7691,1014,39899,48087908,119402,42909987,-3,12,72,-33,-40,9,43.98,12.072222,9.061111,15.466667,0.296333,9.755556,85.910182
9/1/2021,43532,120,1029454,7050542,134018,272047353,1084,524199,7695,1030,44088,48131996,113385,43023372,-4,9,69,-33,-36,9,43.98,12.811111,9.461111,15.85,0.217714,10.411111,85.511375
9/2/2021,42329,129,1161707,7092871,134147,273342705,999,525198,7635,1038,40002,48171998,119375,43142747,-5,9,77,-32,-35,8,43.98,13.566667,10.594444,17.266667,0.0635,10.694444,82.970336
9/3/2021,38630,148,1192010,7131501,134295,274637319,928,526126,7684,1034,35266,48207264,110590,43253337,-8,7,70,-27,-33,7,43.98,12.344444,10.761111,13.966667,0,9.866667,85.094632
9/4/2021,31810,135,746766,7163311,134430,275446062,952,527078,7569,1019,41054,48248318,128553,43381890,-13,2,59,-19,-5,1,43.98,12.82716,11.123457,14.685185,0.423333,10.401235,85.538017
9/5/2021,31803,157,1024203,7195114,134587,276524640,879,527957,7764,1018,21795,48270113,73193,43455083,-5,3,89,-15,-1,0,43.98,15.493827,11.407407,19.969136,0.108857,11.592593,77.901337
9/6/2021,44929,138,1372656,7240043,134725,278033671,1077,529034,8051,1062,22698,48292811,80015,43535098,-3,10,87,-27,-33,7,43.98,16.55,12.933333,20.744444,0.92075,14.111111,85.768162
9/7/2021,38619,156,1183116,7278662,134881,279401544,1101,530135,7993,1047,26624,48319435,85848,43620946,-6,10,98,-28,-32,7,43.98,17.833333,10.483333,25.066667,0.0508,14.127778,79.048816
9/8/2021,35849,142,1248402,7314511,135023,280808950,1167,531302,8149,1060,25131,48344566,87960,43708906,-6,9,83,-28,-31,7,43.98,19.616667,12.55,26.666667,0.0254,13.461111,67.777385
9/9/2021,33974,167,1234443,7348485,135190,282215362,1038,532340,8158,1051,25774,48370340,96702,43805608,-10,8,56,-29,-31,7,43.98,17.188889,13.533333,21.616667,0.592667,14.683333,85.355851
9/10/2021,29187,146,1072813,7377672,135336,283429523,925,533265,8329,1056,26064,48396404,91811,43897419,-10,7,54,-24,-29,6,41.2,17.211111,13.972222,20.644444,2.497667,15.444444,89.539634
9/11/2021,23533,138,722751,7401205,135474,284223362,851,534116,8157,1027,27913,48424317,98059,43995478,-12,3,61,-16,-5,1,41.2,15.772222,10.972222,18.533333,0.28575,12.533333,81.531086
9/12/2021,24060,144,1070797,7425265,135618,285340411,868,534984,8267,1055,14955,48439272,52615,44048093,-7,3,70,-16,-2,0,41.2,11.555556,8.105556,14.566667,0,8.866667,83.903091
9/13/2021,34658,110,1075606,7459923,135728,286567512,943,535927,8490,1056,19428,48458700,60653,44108746,-6,8,64,-26,-32,7,41.2,11.794444,8.211111,14.505556,0.310444,9.518519,83.2157
9/14/2021,31434,155,885413,7491357,135883,287573266,952,536879,8414,1060,17645,48476345,66725,44175471,-12,5,42,-29,-33,8,41.2,12.661111,10.655556,14.494444,0.4064,11.066667,90.199084
9/15/2021,30414,144,1134430,7521771,136027,288787027,953,537832,8422,1081,24402,48500747,63290,44238761,-6,9,67,-27,-31,7,41.2,13.761111,9.377778,18.516667,1.905,11.027778,83.602884
9/16/2021,29709,151,1044844,7551480,136178,289954683,894,538726,8140,1020,23051,48523798,63973,44302734,-7,8,79,-27,-32,6,41.2,14.183333,9.894444,18.711111,0,10.522222,78.932806
9/17/2021,29479,176,892753,7580959,136354,290915850,754,539480,7932,1011,20778,48544576,60384,44363118,-9,7,62,-24,-32,6,41.2,14.116667,9.161111,19.211111,0,11.044444,82.014643
9/18/2021,26645,124,693884,7607604,136478,291643544,759,540239,7721,1004,26198,48570774,72497,44435615,-12,2,65,-16,-7,0,41.2,15.105556,11.716667,19.011111,0,12.416667,84.561898
9/19/2021,31084,125,1122529,7638688,136603,292802760,731,540970,7772,1006,13840,48584614,35157,44470772,-9,1,49,-18,-5,1,41.2,14.155556,9.344444,17.838889,0.465667,11.588889,84.954767
9/20/2021,40768,139,1011761,7679456,136742,293980326,812,541782,7822,982,20150,48604764,46342,44517114,-6,8,70,-27,-33,6,41.2,12.5,5.994444,18.655556,0.366889,8.55,77.366749
9/21/2021,38848,122,899746,7718304,136864,294993358,808,542590,7649,943,20384,48625148,43406,44560520,-8,8,71,-28,-32,7,41.2,12.911111,7.466667,18.888889,0.028222,9.183333,78.673945
9/22/2021,36757,151,961488,7755061,137015,295999884,756,543346,7442,939,22679,48647827,44047,44604567,-7,7,61,-27,-29,7,41.2,14.727778,10.494444,18.422222,0.127,10.633333,77.026023
9/23/2021,35851,140,1060622,7790912,137155,297283009,783,544129,7196,916,25083,48672910,44588,44649155,-8,8,59,-28,-29,7,41.2,14.444444,12.661111,16.7,0.112889,11.211111,81.510117
9/24/2021,32109,126,899443,7823021,137281,298257276,731,544860,6945,878,27617,48700527,44759,44693914,-7,11,61,-22,-30,5,41.2,16.166667,12.944444,19.427778,0,13.294444,83.604295
9/25/2021,28567,125,777767,7851588,137406,299069112,678,545538,6991,874,24296,48724823,47118,44741032,-13,2,46,-14,-7,1,41.2,16.238889,13.072222,19.388889,0.09525,13.938889,86.616177
9/26/2021,32083,98,1126572,7883671,137504,300230149,672,546210,6854,839,15984,48740807,25539,44766571,-9,2,60,-13,-4,1,41.2,16.033333,12.994444,19.788889,0.03175,13.255556,83.964846
9/27/2021,41589,117,1031869,7925260,137621,301359564,782,546992,7085,831,24919,48765726,33177,44799748,-11,7,34,-27,-32,8,41.2,11.905556,7.566667,15.694444,2.286,8.877778,82.099978
9/28/2021,36547,109,866882,7961807,137730,302328714,783,547775,7067,826,31853,48797579,33532,44833280,-14,5,20,-29,-32,8,41.2,9.516667,6.544444,12.888889,9.779,8.055556,90.755708
9/29/2021,34836,126,1109689,7996643,137856,303496074,810,548585,6953,813,31539,48829118,34093,44867373,-10,7,35,-29,-31,7,41.2,8.638889,4.688889,12.577778,3.9116,5.316667,80.204945
9/30/2021,32605,113,1039273,8029248,137969,304663842,705,549290,6809,815,34372,48863490,34459,44901832,-11,6,15,-30,-31,8,41.2,10.788889,4.355556,15,0.762,9.422222,91.377319
10/1/2021,29058,129,873670,8058306,138098,305596880,699,549989,6642,805,38180,48901670,34289,44936121,-10,6,27,-26,-30,7,41.2,10.538889,6.677778,13.355556,7.946571,7.355556,81.228368
10/2/2021,26316,110,727074,8084622,138208,306310862,698,550687,6493,764,31066,48932736,34391,44970512,-18,-3,-13,-25,-10,3,41.2,8.494444,5.594444,10.35,3.132667,7.133333,91.280838
10/3/2021,32058,96,1024891,8116680,138304,307368387,722,551409,6650,778,24123,48956859,21532,44992044,-8,1,30,-19,-5,2,41.2,9.188889,5.038889,12.95,8.720667,6.966667,86.307675
10/4/2021,43734,103,967911,8160414,138407,308431072,814,552223,6841,769,37671,48994530,29337,45021381,-10,4,29,-30,-32,7,41.2,9.127778,6.472222,12.55,4.402667,7.211111,88.026784
10/5/2021,39278,120,853674,8199692,138527,309352710,839,553062,6915,800,41347,49035877,28572,45049953,-14,3,18,-32,-32,8,41.2,8.944444,7.333333,10.4,15.917333,7.816667,92.720029
10/6/2021,39264,104,1069330,8238956,138631,310482886,782,553844,6900,807,32828,49068705,28576,45078529,-9,5,38,-30,-30,7,41.2,9.966667,6.711111,13.9,17.562286,6.527778,79.605402
10/7/2021,38465,124,964013,8277421,138755,311560229,827,554671,6849,808,33029,49101734,28656,45107185,-10,5,35,-30,-30,7,41.2,14.644444,10.072222,18.116667,0.169333,13,90.097717
10/8/2021,35612,120,917700,8313033,138875,312536286,791,555462,6828,780,31685,49133419,29068,45136253,-10,5,37,-26,-29,6,41.2,14.511111,10.755556,18.527778,1.552222,12.05,85.430284
10/9/2021,32306,117,699340,8345339,138992,313265578,767,556229,6773,768,31395,49164814,33477,45169730,-11,1,37,-19,-7,1,41.2,13.655556,10.627778,15.75,0,12.783951,91.941172
10/10/2021,36418,96,967595,8381757,139088,314266853,735,556964,6944,744,22106,49186920,19451,45189181,-8,-1,48,-19,-5,1,41.2,10.494444,6.705556,13.85,0.310444,7.466667,82.095985
10/11/2021,50304,127,958592,8432061,139215,315326613,850,557814,7099,747,29172,49216092,23632,45212813,-8,5,45,-29,-31,7,46.76,10.116667,5.694444,13.85,0,7.122222,82.057088
10/12/2021,48321,115,878089,8480382,139330,316272145,946,558760,7129,780,36847,49252939,26946,45239759,-12,5,33,-30,-30,7,46.76,10.533333,8.455556,12.844444,0.127,8.783333,89.120168
10/13/2021,47773,121,1040268,8528155,139451,317374640,931,559691,7144,781,38726,49291665,29481,45269240,-10,4,33,-30,-30,7,46.76,11.122222,8.177778,14.011111,0.6985,9.033333,87.256563
10/14/2021,46420,149,979550,8574575,139600,318478424,915,560606,7202,783,43489,49335154,27991,45297231,-11,5,37,-30,-29,7,46.76,11.005556,7.116667,13.033333,0,8.088889,82.677085
10/15/2021,43560,139,910941,8618135,139739,319444965,958,561564,7215,791,40763,49375917,29432,45326663,-9,6,38,-26,-29,6,46.76,5.811111,1.511111,10.816667,1.2954,2.577778,79.997993
10/16/2021,37878,133,720933,8656013,139872,320199413,886,562450,7241,805,28999,49404916,33483,45360146,-12,0,26,-21,-8,2,46.76,6.561111,0.844444,10.283333,0.042333,5.488889,92.960052
10/17/2021,43753,129,982805,8699766,140001,321217930,974,563424,7513,819,17837,49422753,17265,45377411,-10,-2,29,-21,-6,2,46.76,12.183333,9.311111,14.544444,1.312333,11.155556,93.54677
10/18/2021,57743,127,935071,8757509,140128,322264759,1089,564513,7882,826,39672,49462425,23579,45400990,-11,3,22,-31,-32,8,46.76,12.811111,10.833333,14.5,0.790222,11.85,93.953055
10/19/2021,52529,129,879720,8810038,140257,323287166,1113,565626,8029,851,42902,49505327,32767,45433757,-13,3,21,-31,-31,8,46.76,14.711111,12.566667,17.594444,0.211667,13.932099,92.563323
10/20/2021,51661,155,1110011,8861699,140412,324443749,1113,566739,8284,872,49080,49554407,26365,45460122,-11,3,19,-31,-31,8,46.76,8.916667,4.822222,13.35,6.265333,6.925926,84.418488
